# brilcalc lumi --normtag /cvmfs/cms-bril.cern.ch/cms-lumi-pog/Normtags/normtag_PHYSICS.json -u /fb --begin 378981 --end 386951 -b "STABLE BEAMS" > lumi_2024.txt
#Data tag : 24v2 , Norm tag: composite
+--------------+-------------------+------+------+----------------+---------------+
| run:fill     | time              | nls  | ncms | delivered(/fb) | recorded(/fb) |
| 385600:10105 | 09/12/24 00:40:47 | 119  | 60   | 0.056677517    | 0.019303545   |
| 385602:10105 | 09/12/24 01:27:02 | 46   | 11   | 0.022022741    | 0.004091210   |
| 385604:10105 | 09/12/24 01:44:45 | 1104 | 1093 | 0.510397771    | 0.476381768   |
| 385606:10105 | 09/12/24 08:53:24 | 652  | 652  | 0.217544305    | 0.208810778   |
| 385618:10107 | 09/12/24 15:35:51 | 170  | 159  | 0.072729409    | 0.061874321   |
| 385619:10107 | 09/12/24 16:43:37 | 107  | 98   | 0.051027995    | 0.042467247   |
| 385620:10107 | 09/12/24 17:24:53 | 1793 | 1793 | 0.779076098    | 0.736603035   |
| 385692:10109 | 09/13/24 16:25:01 | 3    | 0    | 0.001126364    | 0             |
| 385697:10109 | 09/13/24 16:26:05 | 33   | 33   | 0.006648305    | 0.006196704   |
| 385712:10112 | 09/13/24 22:08:32 | 501  | 493  | 0.227025671    | 0.205607117   |
| 385713:10112 | 09/14/24 01:23:03 | 619  | 619  | 0.292706007    | 0.274755206   |
| 385727:10115 | 09/14/24 07:47:53 | 544  | 520  | 0.253309226    | 0.224027468   |
| 385728:10115 | 09/14/24 11:19:03 | 1111 | 1111 | 0.523682835    | 0.489019152   |
| 385738:10116 | 09/14/24 22:11:27 | 1718 | 1709 | 0.807268291    | 0.746914524   |
| 385739:10116 | 09/15/24 09:18:38 | 434  | 434  | 0.145548998    | 0.139924063   |
| 385754:10117 | 09/15/24 14:02:21 | 107  | 107  | 0.039325380    | 0.036303034   |
| 385764:10118 | 09/15/24 16:42:03 | 2231 | 2230 | 0.966333128    | 0.905700236   |
| 385799:10119 | 09/16/24 09:37:13 | 28   | 16   | 0.006929140    | 0.002235560   |
| 385801:10119 | 09/16/24 09:48:04 | 102  | 102  | 0.046232519    | 0.043161386   |
| 385836:10122 | 09/16/24 18:09:03 | 150  | 142  | 0.063375905    | 0.052960662   |
| 385837:10122 | 09/16/24 19:07:10 | 29   | 24   | 0.013809227    | 0.000000899   |
| 385838:10122 | 09/16/24 19:18:14 | 22   | 10   | 0.010577942    | 0.000000589   |
| 385839:10122 | 09/16/24 19:26:30 | 21   | 17   | 0.010010783    | 0.000000076   |
| 385840:10122 | 09/16/24 19:34:34 | 28   | 17   | 0.013395655    | 0.000000396   |
| 385841:10122 | 09/16/24 19:45:18 | 105  | 97   | 0.050219627    | 0.042023416   |
| 385842:10122 | 09/16/24 20:25:56 | 1974 | 1960 | 0.835991091    | 0.783910155   |
| 385863:10123 | 09/17/24 11:29:21 | 34   | 34   | 0.004218377    | 0.003866666   |
| 385882:10125 | 09/17/24 16:04:20 | 124  | 115  | 0.050032484    | 0.038712150   |
| 385883:10125 | 09/17/24 16:52:11 | 60   | 50   | 0.028619550    | 0.000003375   |
| 385884:10125 | 09/17/24 17:15:22 | 8    | 3    | 0.003806917    | 0.000000214   |
| 385885:10125 | 09/17/24 17:18:25 | 28   | 9    | 0.013291479    | 0             |
| 385887:10125 | 09/17/24 17:28:59 | 10   | 2    | 0.004814226    | 0.000667879   |
| 385888:10125 | 09/17/24 17:32:38 | 234  | 225  | 0.111711151    | 0.078388096   |
| 385889:10125 | 09/17/24 19:03:22 | 1645 | 1645 | 0.712178115    | 0.669664086   |
| 385908:10126 | 09/18/24 07:53:05 | 870  | 865  | 0.408172615    | 0.378338968   |
| 385915:10126 | 09/18/24 13:31:00 | 647  | 631  | 0.303205996    | 0.274678919   |
| 385933:10127 | 09/18/24 20:17:34 | 184  | 173  | 0.078763660    | 0.067110628   |
| 385934:10127 | 09/18/24 21:29:03 | 1286 | 1286 | 0.602171037    | 0.554091970   |
| 385986:10130 | 09/19/24 22:31:47 | 2004 | 2004 | 0.891975799    | 0.831775493   |
| 386003:10132 | 09/20/24 15:49:33 | 30   | 0    | 0.007499517    | 0             |
| 386006:10132 | 09/20/24 16:00:56 | 32   | 17   | 0.013069262    | 0.005580466   |
| 386008:10132 | 09/20/24 16:13:06 | 67   | 49   | 0.031873657    | 0.018917555   |
| 386010:10132 | 09/20/24 16:39:00 | 925  | 919  | 0.432857126    | 0.405303576   |
| 386025:10134 | 09/21/24 03:25:51 | 1868 | 1868 | 0.850617914    | 0.796574835   |
| 386047:10137 | 09/22/24 06:44:05 | 400  | 384  | 0.183502216    | 0.168279824   |
| 386048:10137 | 09/22/24 09:19:20 | 22   | 12   | 0.010518921    | 0.002335344   |
| 386049:10137 | 09/22/24 09:27:51 | 41   | 33   | 0.019696689    | 0.015204626   |
| 386050:10137 | 09/22/24 09:43:42 | 808  | 808  | 0.399605829    | 0.390426985   |
| 386071:10138 | 09/22/24 20:52:30 | 1116 | 1088 | 0.121601073    | 0.117032457   |
| 386279:10139 | 09/25/24 19:45:07 | 218  | 218  | 0.093313829    | 0.088255896   |
| 386285:10141 | 09/26/24 05:06:23 | 212  | 212  | 0.092247430    | 0.080958550   |
| 386308:10142 | 09/26/24 10:24:53 | 147  | 147  | 0.061928857    | 0.058234641   |
| 386313:10143 | 09/26/24 13:47:17 | 93   | 93   | 0.034341144    | 0.032431840   |
| 386319:10144 | 09/26/24 16:25:36 | 713  | 706  | 0.329551612    | 0.308932047   |
| 386478:10189 | 10/02/24 05:24:47 | 417  | 417  | 0.184891061    | 0.176350749   |
| 386505:10190 | 10/02/24 16:44:34 | 304  | 287  | 0.132706919    | 0.115426588   |
| 386508:10190 | 10/02/24 18:42:41 | 15   | 6    | 0.007021486    | 0.002109537   |
| 386509:10190 | 10/02/24 18:48:15 | 1043 | 1042 | 0.483604757    | 0.455207493   |
| 386553:10197 | 10/03/24 15:17:26 | 868  | 860  | 0.416053623    | 0.384479222   |
| 386554:10197 | 10/03/24 20:54:36 | 1067 | 1067 | 0.460274923    | 0.437623422   |
| 386592:10199 | 10/04/24 12:51:15 | 452  | 443  | 0.211891247    | 0.187632019   |
| 386593:10199 | 10/04/24 15:46:38 | 706  | 664  | 0.349838829    | 0.303656933   |
| 386594:10199 | 10/04/24 20:20:35 | 874  | 874  | 0.360262691    | 0.341154205   |
| 386604:10200 | 10/05/24 08:06:34 | 2014 | 2003 | 0.914064051    | 0.850686277   |
| 386605:10200 | 10/05/24 21:08:51 | 164  | 164  | 0.049267536    | 0.047228379   |
| 386614:10201 | 10/06/24 00:32:34 | 760  | 755  | 0.363596909    | 0.333371621   |
| 386615:10201 | 10/06/24 05:27:39 | 44   | 37   | 0.021523592    | 0.016040910   |
| 386616:10201 | 10/06/24 05:44:36 | 132  | 127  | 0.064739914    | 0.057411645   |
| 386617:10201 | 10/06/24 06:35:53 | 74   | 70   | 0.036296400    | 0.031817175   |
| 386618:10201 | 10/06/24 07:04:34 | 958  | 958  | 0.399612348    | 0.379715669   |
| 386629:10202 | 10/06/24 15:26:47 | 71   | 67   | 0.023108776    | 0.019474588   |
| 386630:10202 | 10/06/24 15:54:10 | 33   | 33   | 0.015473458    | 0.014251646   |
| 386640:10204 | 10/06/24 20:23:14 | 1174 | 1162 | 0.572702161    | 0.524819154   |
| 386642:10204 | 10/07/24 03:59:03 | 734  | 734  | 0.296472144    | 0.279474996   |
| 386661:10206 | 10/07/24 11:23:28 | 445  | 445  | 0.210761412    | 0.188996932   |
| 386668:10207 | 10/07/24 16:22:37 | 353  | 353  | 0.164174234    | 0.150236798   |
| 386672:10208 | 10/07/24 21:17:49 | 136  | 132  | 0.057931987    | 0.049747426   |
| 386673:10208 | 10/07/24 22:10:35 | 997  | 997  | 0.494121649    | 0.460529601   |
| 386679:10209 | 10/08/24 07:19:55 | 363  | 363  | 0.169183417    | 0.153976562   |
| 386693:10210 | 10/08/24 12:01:23 | 152  | 139  | 0.065664950    | 0.054989534   |
| 386694:10210 | 10/08/24 13:04:36 | 1337 | 1337 | 0.646648961    | 0.602403745   |
| 386702:10211 | 10/08/24 23:55:39 | 226  | 220  | 0.101921733    | 0.091470757   |
| 386703:10211 | 10/09/24 01:23:07 | 632  | 626  | 0.311482991    | 0.284198231   |
| 386704:10211 | 10/09/24 05:28:30 | 1106 | 1100 | 0.476378264    | 0.446901312   |
| 386705:10211 | 10/09/24 12:38:04 | 157  | 157  | 0.047380234    | 0.044468197   |
| 386749:10213 | 10/09/24 17:46:49 | 213  | 184  | 0.029106975    | 0.025894296   |
| 386753:10213 | 10/09/24 19:09:35 | 1346 | 1346 | 0.073206126    | 0.070930456   |
| 386764:10214 | 10/10/24 06:49:43 | 157  | 157  | 0.043517641    | 0.040610812   |
| 386795:10215 | 10/10/24 14:27:56 | 98   | 98   | 0.035995108    | 0.033455762   |
| 386801:10216 | 10/10/24 18:06:31 | 89   | 82   | 0.034130365    | 0.027833028   |
| 386802:10216 | 10/10/24 18:40:48 | 24   | 17   | 0.012057089    | 0.006982449   |
| 386803:10216 | 10/10/24 18:49:54 | 20   | 13   | 0.010002070    | 0.004783721   |
| 386804:10216 | 10/10/24 18:57:40 | 23   | 16   | 0.011540358    | 0.006758150   |
| 386805:10216 | 10/10/24 19:06:28 | 23   | 16   | 0.011595243    | 0.006310351   |
| 386806:10216 | 10/10/24 19:15:04 | 23   | 16   | 0.011516264    | 0.006657508   |
| 386807:10216 | 10/10/24 19:23:39 | 52   | 17   | 0.026146233    | 0.007276524   |
| 386809:10216 | 10/10/24 19:43:36 | 8    | 4    | 0.003982698    | 0.000066059   |
| 386810:10216 | 10/10/24 19:46:42 | 18   | 6    | 0.009027172    | 0.000312806   |
| 386811:10216 | 10/10/24 19:53:29 | 26   | 19   | 0.013061475    | 0.007837918   |
| 386812:10216 | 10/10/24 20:03:24 | 21   | 14   | 0.010618411    | 0.006274917   |
| 386813:10216 | 10/10/24 20:11:33 | 20   | 12   | 0.010062474    | 0.004983641   |
| 386814:10216 | 10/10/24 20:18:57 | 259  | 255  | 0.127849066    | 0.116464250   |
| 386851:10218 | 10/12/24 00:33:50 | 409  | 402  | 0.193221289    | 0.168445141   |
| 386852:10218 | 10/12/24 03:12:23 | 537  | 523  | 0.264947198    | 0.237117488   |
| 386853:10218 | 10/12/24 06:40:44 | 82   | 77   | 0.040494044    | 0.034891744   |
| 386854:10218 | 10/12/24 07:12:26 | 562  | 558  | 0.251509068    | 0.236388567   |
| 386863:10219 | 10/12/24 13:23:52 | 490  | 482  | 0.232670122    | 0.207702125   |
| 386864:10219 | 10/12/24 16:34:00 | 1500 | 1500 | 0.666528091    | 0.621625928   |
| 386872:10222 | 10/13/24 09:28:44 | 181  | 174  | 0.079492561    | 0.070595407   |
| 386873:10222 | 10/13/24 10:39:03 | 369  | 345  | 0.168796343    | 0.156405232   |
| 386885:10223 | 10/13/24 19:44:57 | 1378 | 1378 | 0.662074818    | 0.612335763   |
| 386917:10225 | 10/14/24 19:44:03 | 565  | 565  | 0.267487828    | 0.246607173   |
| 386924:10226 | 10/15/24 03:41:32 | 1802 | 1794 | 0.836161358    | 0.768895896   |
| 386925:10226 | 10/15/24 15:21:33 | 218  | 218  | 0.074226297    | 0.071021346   |
| 386945:10230 | 10/15/24 23:12:46 | 816  | 816  | 0.393174770    | 0.362690517   |
| 386951:10232 | 10/16/24 06:44:20 | 674  | 674  | 0.322469284    | 0.300333622   |
+--------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/fb) | totrecorded(/fb) |
+-------+------+--------+--------+-------------------+------------------+
| 271   | 669  | 327480 | 322479 | 124.038644418     | 114.435571414    |
+-------+------+--------+--------+-------------------+------------------+
